Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,355,88.5,1572,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,PX-256M5P,Plextor,M5 Pro 256GB,356,88.5,2451,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,ASX930SS3-120GM-C,Adata,XPG SX930 120GB,357,88.4,1100,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,358,88.3,19372,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,359,88.1,92,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,CT250MX200SSD3,Crucial,MX200 mSATA 250GB,360,87.9,974,https://ssd.userbenchmark.com/SpeedTest/29438/Crucial--CT250MX200SSD3
SSD,CT512MX100SSD1,Crucial,MX100 512GB,361,87.6,31545,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,362,87.6,2261,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,SSD7CS2211-240-RB,PNY,CS2211 240GB,363,87.5,1866,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,SSD7CS2211-240-PB,PNY,CS2211 240GB,363,87.5,1866,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,PX-128M6Pro,Plextor,M6 Pro 128GB,364,87.5,708,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,365,87.4,658,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,366,87.4,390,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,367,87.3,441,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,368,87.2,340,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,PX-256M6V,Plextor,M6V 256GB,369,87.2,435,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,370,87,11799,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,ASP610SS3-512GM-C,Adata,Premier SP610 512GB,371,86.9,255,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610
SSD,PX-512M6S,Plextor,M6S 512GB,372,86.9,93,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,WDS100T1B0A,WD,Blue 1TB,373,86.9,6748,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,,OCZ,AGILITY3 256GB,374,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,375,86.7,522,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3
SSD,CT250BX100SSD1,Crucial,BX100 250GB,376,86.6,42930,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,TS1TSSD370,Transcend,SSD370 1TB,377,86.6,250,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,378,86.5,1536,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,379,86.5,1123,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,CT120BX300SSD1,Crucial,BX300 120GB,380,86.5,7190,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,381,86.4,409,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,2AP97AA#ABL,HP,S700 Pro 128GB,382,86.4,642,https://ssd.userbenchmark.com/SpeedTest/300937/HP-SSD-S700-Pro
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,383,86.4,4588,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,WDS500G1B0A,WD,Blue 500GB,384,86.4,19345,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,PI960GS25SSDR,Patriot,Ignite 960GB,385,86.4,185,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,386,86.3,13149,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,387,86.2,62883,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,VTX460A-25SAT3-120G,OCZ,Vertex 460A 120GB,388,86.1,763,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,389,86.1,1835,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,WDS250G2B0A,WD,Blue 3D 250GB,390,86,23658,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,VTR180-25SAT3-120G,Toshiba,OCZ VT180 120GB,391,85.8,38,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180
SSD,SKC400S37/512G,Kingston,SSDNow KC400 512GB,392,85.8,2804,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G
SSD,CT525MX300SSD1,Crucial,MX300 525GB,393,85.8,105037,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,SHSS37A/120G,HyperX,Savage 120GB,394,85.6,7194,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,VTR180-25SAT3-120G,OCZ,Vector 180 120GB,395,85.6,358,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495
SSD,CT128M550SSD1,Crucial,M550 128GB,396,85.6,2673,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,PX-128M6S,Plextor,M6S 128GB,397,85.5,3356,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,398,85.4,5775,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,HDTS325XZSTA,Toshiba,Q Series Pro 256GB,399,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,HDTS325EZSTA,Toshiba,Q Series Pro 256GB,399,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,THNSNJ256GCST,Toshiba,Q Series Pro 256GB,399,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,VTR1-25SAT3-128G,OCZ,Vector 128GB,400,85.3,1277,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,401,85.3,155,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4
SSD,SD8SB8U-1T00-1122,SanDisk,X400 1TB,402,85.2,2086,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,403,85.1,13412,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
SSD,TS512GMTS800,Transcend,MTS800 M.2 512GB,404,84.9,596,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800
SSD,SSDSC2BB480G4,Intel,S3500 Series 480GB,405,84.8,1069,https://ssd.userbenchmark.com/SpeedTest/16864/INTEL-SSDSC2BB480G4
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,406,84.8,2710,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,407,84.8,2462,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,408,84.8,3736,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,ZTSSD-A5P-240G-PE,Zotac,Premium Edition 240GB,409,84.8,1185,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,410,84.7,9409,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,411,84.6,20154,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,SDSSDHII-960G-G25,SanDisk,Ultra II 960GB,412,84.5,35454,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,413,84.5,2939,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,,Micron,M600 SATA M.2 256GB,414,84.5,2750,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF
SSD,TS512GSSD370,Transcend,SSD370 512GB,415,84.5,1585,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,ST480HM000,Seagate,600 480GB,416,84.5,1254,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162
SSD,MZ-MTE120BW,Samsung,840 Evo mSATA 120GB,417,84.5,661,https://ssd.userbenchmark.com/SpeedTest/5728/Samsung-SSD-840-EVO-120GB-mSATA
SSD,CSSD-N480GBGTXB-BK,Corsair,Neutron GTX 480GB,418,84.4,512,https://ssd.userbenchmark.com/SpeedTest/9137/Corsair-Neutron-GTX-SSD
SSD,VX500-25SAT3-256G,Toshiba,OCZ VX500 256GB,419,84.3,190,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500
SSD,,Samsung,SM841 2.5" 7mm 512GB,420,84.2,576,https://ssd.userbenchmark.com/SpeedTest/6119/SAMSUNG-SSD-SM841-25--7mm-512GB
SSD,TS512GMTS600,Transcend,MTS600 M.2 512GB,421,84,134,https://ssd.userbenchmark.com/SpeedTest/13460/TS512GMTS600
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,422,83.9,8417,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031
SSD,,Apple,SM0256F 251GB,423,83.8,272,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F
SSD,MKNSSDE3480GB,Mushkin,ECO3 480GB,424,83.8,2300,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,425,83.8,7913,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122
SSD,CT960M500SSD1,Crucial,M500 960GB,426,83.8,4389,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,427,83.8,4735,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487
SSD,PX-128M5P,Plextor,M5 Pro 128GB,428,83.8,4476,https://ssd.userbenchmark.com/Plextor-M5-Pro-128GB/Rating/1893
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,429,83.7,3305,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,430,83.7,3707,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578
SSD,GP-GSTFS30256GTTD,Gigabyte,UD PRO 256GB,431,83.6,2163,https://ssd.userbenchmark.com/SpeedTest/514244/GIGABYTE-GP-GSTFS30256GTTD
SSD,SSD7CS900-960-RB,PNY,CS900 960GB,432,83.6,5902,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD
SSD,MKNSSDST480GB,Mushkin,Striker 480GB,433,83.5,239,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB
SSD,SD6SB2M-512G-1022I,SanDisk,X210 512GB,434,83.5,1667,https://ssd.userbenchmark.com/SpeedTest/16627/SanDisk-SD6SB2M512G1022I
SSD,HDTS251EZSTA,Toshiba,HG5d Q Series 512GB,435,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,HDTS251XZSTA,Toshiba,HG5d Q Series 512GB,435,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,435,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,,Liteonit,LCS-256L9S-11 2.5 7mm 256GB,436,83.3,4915,https://ssd.userbenchmark.com/SpeedTest/11259/LITEONIT-LCS-256L9S-11-25-7mm-256GB
SSD,,Samsung,SM841N 2.5 7mm 256GB,437,83.2,2088,https://ssd.userbenchmark.com/SpeedTest/12586/SAMSUNG-SSD-SM841N-25-7mm-256GB
SSD,CT500MX200SSD1,Crucial,MX200 500GB,438,83.1,17487,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504
SSD,CT480M500SSD1,Crucial,M500 480GB,439,83,9168,https://ssd.userbenchmark.com/SpeedTest/2643/Crucial-CT480M500SSD1
SSD,,Liteonit,LCS-256M6S 2.5 7mm 256GB,440,83,11477,https://ssd.userbenchmark.com/SpeedTest/2535/LITEONIT-LCS-256M6S-25-7mm-256GB
SSD,VTX460-25SAT3-120G,OCZ,Vertex 460 120GB,441,83,1011,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488
SSD,,Apple,SM0512F 500GB,442,82.8,287,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F
SSD,CT256MX100SSD1,Crucial,MX100 256GB,443,82.8,55768,https://ssd.userbenchmark.com/Crucial-MX100-256GB/Rating/2317
SSD,CT960BX200SSD1,Crucial,BX200 960GB,444,82.7,1195,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628
SSD,,Liteonit,LCS-512M6S 2.5 7mm 512GB,445,82.6,1038,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB
SSD,ST240HM000,Seagate,600 240GB,446,82.5,3595,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601
SSD,,Plextor,PX-256M5S 256GB,447,82.4,2817,https://ssd.userbenchmark.com/SpeedTest/1304/PLEXTOR-PX-256M5S
SSD,MKNSSDTR480GB,Mushkin,Triactor 480GB,448,82.4,1840,https://ssd.userbenchmark.com/SpeedTest/80762/MKNSSDTR480GB
SSD,VX500-25SAT3-128G,Toshiba,OCZ VX500 128GB,449,82.4,87,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500
SSD,HDTS312EZSTA,Toshiba,Q Series Pro 128GB,450,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,HDTS312XZSTA,Toshiba,Q Series Pro 128GB,450,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,VTR150-25SAT3-120G,OCZ,Vector 150 120GB,451,82.2,1360,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242
SSD,SDSSDHII-240G-G25,SanDisk,Ultra II 240GB,452,82.2,53931,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548
SSD,CSSD-F256GBLX,Corsair,Force LX 256GB,453,82.2,2404,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD
SSD,,Samsung,SM841 2.5" 7mm 256GB,454,82.2,2869,https://ssd.userbenchmark.com/SpeedTest/4650/SAMSUNG-SSD-SM841-25--7mm-256GB
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,455,82.2,6800,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,MKNSSDE3240GB,Mushkin,ECO3 240GB,456,82,848,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB
SSD,ASP610SS3-256GM-C,Adata,Premier SP610 256GB,457,82,1898,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 256GB,458,81.9,2451,https://ssd.userbenchmark.com/SpeedTest/20604/SanDisk-SD7SB3Q256G1002
SSD,CSSD-P256GBP-BK,Corsair,Performance Pro 256GB,459,81.8,318,https://ssd.userbenchmark.com/Corsair-Performance-Pro-256GB/Rating/45
SSD,HDTS225EZSTA,Toshiba,HG5d Q Series 256GB,460,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,HDTS225XZSTA,Toshiba,HG5d Q Series 256GB,460,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,SSD7SC240GOPT-RB,PNY,Optima 240GB,461,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,SSD2SC240G1SA754D117,PNY,Optima 240GB,461,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,SKC400S37/128G,Kingston,SSDNow KC400 128GB,462,81.7,747,https://ssd.userbenchmark.com/SpeedTest/78104/KINGSTON-SKC400S37128G
SSD,SSDSC2KW480H6,Intel,540s Series 480GB,463,81.7,4519,https://ssd.userbenchmark.com/SpeedTest/128513/INTEL-SSDSC2KW480H6
SSD,THNSNS240GBSP,Toshiba,THNSNS Series 240GB,464,81.6,95,https://ssd.userbenchmark.com/SpeedTest/4786/TOSHIBA-THNSNS240GBSP
SSD,ASP550SS3-960GM-C,Adata,Premier SP550 960GB,465,81.6,1022,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625
SSD,ASP550SS3-480GM-C,Adata,Premier SP550 480GB,466,81.6,8505,https://ssd.userbenchmark.com/Adata-Premier-SP550-480GB/Rating/3624
SSD,SD6SB2M-256G-1022I,SanDisk,X210 256GB,467,81.5,229,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I
SSD,,Plextor,PX-256M6M 256GB,468,81.5,264,https://ssd.userbenchmark.com/SpeedTest/9887/PLEXTOR-PX-256M6M
SSD,SDSSDHP-256G-G25,SanDisk,Ultra Plus 256GB,469,81.4,17545,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-256GB/Rating/1511
SSD,,Samsung,MZ7PD128HAFV-000 128GB,470,81.2,1744,https://ssd.userbenchmark.com/SpeedTest/9510/SAMSUNG-MZ7PD128HAFV-000
SSD,,Toshiba,THNSNH512GCST 512GB,471,81.1,323,https://ssd.userbenchmark.com/SpeedTest/12185/TOSHIBA-THNSNH512GCST
SSD,CSSD-N240GBGTXB-BK,Corsair,Neutron GTX 240GB,472,81,3421,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404
SSD,SSD7CS1311-240-RB,PNY,CS1311 240GB,473,81,26547,https://ssd.userbenchmark.com/PNY-CS1311-240GB/Rating/3615
SSD,CSSD-F240GBLEB,Corsair,Force LE 240GB,474,80.9,14954,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD
SSD,HDTS412XZSTA,Toshiba,Q300 Pro 128GB,475,80.8,223,https://ssd.userbenchmark.com/SpeedTest/41261/TOSHIBA-Q300-Pro
SSD,,Plextor,PX-256M3P 256GB,476,80.8,128,https://ssd.userbenchmark.com/SpeedTest/3332/PLEXTOR-PX-256M3P
SSD,SH103S3/240G,Kingston,HyperX 3K 240GB,477,80.6,27495,https://ssd.userbenchmark.com/Kingston-HyperX-3K-240GB/Rating/1818
SSD,WDS250G1B0B,WD,Blue SATA M.2 250GB,478,80.6,7519,https://ssd.userbenchmark.com/SpeedTest/190515/WDC-WDS250G1B0B-00AS40
SSD,SSDSC2KW010X6,Intel,540s Series 1TB,479,80.5,1702,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6
SSD,SHSS37A/480G,HyperX,Savage 480GB,480,80.4,165,https://ssd.userbenchmark.com/HyperX-Savage-480GB/Rating/3602
SSD,HDTS212EZSTA,Toshiba,HG5d Q Series 128GB,481,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,HDTS212XZSTA,Toshiba,HG5d Q Series 128GB,481,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,THNSNH128GBST,Toshiba,HG5d Q Series 128GB,481,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,ASP920SS3-512GM-C,Adata,Premier Pro SP920 512GB,482,80.3,303,https://ssd.userbenchmark.com/SpeedTest/26813/ADATA-SP920SS
SSD,MKNSSDRE256GB,Mushkin,Reactor 256GB,483,80.3,909,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB
SSD,HDTS748XZSTA,Toshiba,Q300 480GB,484,80.2,5920,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,484,80.2,5920,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,CT275MX300SSD4,Crucial,MX300 SATA M.2 275GB,485,80.2,16792,https://ssd.userbenchmark.com/SpeedTest/159989/Crucial-CT275MX300SSD4
SSD,,Adata,SP600 256GB,486,80,4724,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600
SSD,TS256GSSD370,Transcend,SSD370 256GB,487,80,5249,https://ssd.userbenchmark.com/Transcend-SSD370-256GB/Rating/2701
SSD,TS256GMTS600,Transcend,MTS600 M.2 256GB,488,79.9,210,https://ssd.userbenchmark.com/SpeedTest/15991/TS256GMTS600
SSD,MTFDDAK480MBB,Micron,M500DC 480GB,489,79.8,215,https://ssd.userbenchmark.com/SpeedTest/21867/Micron-M500DC-MT
SSD,HDTS425XZSTA,Toshiba,Q300 Pro 256GB,490,79.6,1385,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-Pro
SSD,WDS250G1B0A,WD,Blue 250GB,491,79.5,26761,https://ssd.userbenchmark.com/SpeedTest/191455/WDC-WDS250G1B0A-00H9H0
SSD,CT275MX300SSD1,Crucial,MX300 275GB,492,79.4,67541,https://ssd.userbenchmark.com/Crucial-MX300-275GB/Rating/3642
SSD,SSD7CS900-480-RB,PNY,CS900 480GB,493,79.3,17946,https://ssd.userbenchmark.com/SpeedTest/195106/PNY-CS900-480GB-SSD
SSD,CSSD-N256GB3-BK,Corsair,Neutron 256GB,494,79.2,1100,https://ssd.userbenchmark.com/SpeedTest/2557/Corsair-Neutron-SSD
SSD,SSDSC2BW240H601,Intel,535 Series 240GB,495,79.2,9142,https://ssd.userbenchmark.com/Intel-535-Series-240GB/Rating/3500
SSD,SD6SB1M-256G-1022I,SanDisk,X110 256GB,496,79.1,4989,https://ssd.userbenchmark.com/SpeedTest/6828/SanDisk-SD6SB1M256G1022I
SSD,PX-256M5M,Plextor,M5M mSATA 256GB,497,79.1,416,https://ssd.userbenchmark.com/Plextor-M5M-mSATA-256GB/Rating/1626
SSD,ASP920SS3-256GM-C,Adata,Premier Pro SP920 256GB,498,79,2823,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP920-256GB/Rating/3454
SSD,SD7UB2Q-512G-1022,SanDisk,X300s SATA 512GB,499,79,90,https://ssd.userbenchmark.com/SpeedTest/16017/SanDisk-SD7UB2Q512G1122
SSD,TS256GMTS400,Transcend,MTS400 M.2 256GB,500,78.9,1007,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400
SSD,TS256GMTS800,Transcend,MTS800 M.2 256GB,501,78.9,1971,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800
SSD,TRN150-25SAT3-240G,OCZ,Trion 150 240GB,502,78.9,15660,https://ssd.userbenchmark.com/OCZ-Trion-150-240GB/Rating/3619
SSD,,Samsung,SM841 mSATA 256GB,503,78.9,1284,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB
SSD,CSSD-F240GBGS-BK,Corsair,Force GS 240GB,504,78.9,4179,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS
SSD,THNSNJ128GCSU,Toshiba,HG6 128GB,505,78.8,5641,https://ssd.userbenchmark.com/SpeedTest/12239/TOSHIBA-THNSNJ128GCSU
SSD,SSDSC2BB300G4,Intel,S3500 Series 300GB,506,78.8,488,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4
SSD,,PNY,SSD2SC120G709A104-432278 120GB,507,78.8,112,https://ssd.userbenchmark.com/SpeedTest/7030/SSD2SC120G709A104-432278
SSD,SD5SB2-512G,SanDisk,X100 512GB,508,78.7,101,https://ssd.userbenchmark.com/SpeedTest/21973/SanDisk-SD5SB2512G
SSD,,Liteonit,LMT-256 256GB,509,78.6,163,https://ssd.userbenchmark.com/SpeedTest/6096/LITEONIT-LITEONIT-LMT-256
SSD,SD7SB6S-256G-1122,SanDisk,X300 256GB,510,78.5,2341,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122
SSD,ASP550SS3-240GM-C,Adata,Premier SP550 240GB,511,78.5,29295,https://ssd.userbenchmark.com/Adata-Premier-SP550-240GB/Rating/3623
SSD,TS256GSSD340,Transcend,SSD340 256GB,512,78.5,1962,https://ssd.userbenchmark.com/SpeedTest/3495/TS256GSSD340
SSD,SSDSC2CW240A3,Intel,520 Series 240GB,513,78.4,12595,https://ssd.userbenchmark.com/SpeedTest/3641/INTEL-SSDSC2CW240A3
SSD,PX-256M3,Plextor,M3 256GB,514,78.4,237,https://ssd.userbenchmark.com/SpeedTest/3752/PLEXTOR-PX-256M3
SSD,SKC300S37A/240G,Kingston,SSDNow KC300 240GB,515,78.3,2054,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G
SSD,MKNSSDST240GB,Mushkin,Striker 240GB,516,78.3,118,https://ssd.userbenchmark.com/SpeedTest/36396/MKNSSDST240GB
SSD,CSSD-N120GBGTXB-BK,Corsair,Neutron GTX 120GB,517,78.2,2261,https://ssd.userbenchmark.com/SpeedTest/1081/Corsair-Neutron-GTX-SSD
SSD,,Liteonit,LCS-128L9S-11 2.5 7mm 128GB,518,78.2,504,https://ssd.userbenchmark.com/SpeedTest/8908/LITEON-IT-LCS-128L9S-11-25-7mm-128GB
SSD,ST240FP0021,Seagate,600 Pro 240GB,519,78.2,351,https://ssd.userbenchmark.com/SpeedTest/7447/ST240FP0021
